Ref,Val,Package,PosX,PosY,Rot,Side
"R131","49.9R","R_0402_1005Metric",202.514200,41.019000,-90.000000,top
"R132","49.9R","R_0402_1005Metric",202.514200,43.055000,90.000000,top
"R133","49.9R","R_0402_1005Metric",210.517200,52.476400,0.000000,top
"R134","49.9R","R_0402_1005Metric",212.547200,52.476400,180.000000,top
"R135","49.9R","R_0402_1005Metric",213.694200,56.085200,0.000000,top
"R136","49.9R","R_0402_1005Metric",215.726200,56.085200,180.000000,top
"R137","49.9R","R_0402_1005Metric",216.974800,58.142600,0.000000,top
"R138","49.9R","R_0402_1005Metric",219.004800,58.142600,180.000000,top
"R139","49.9R","R_0402_1005Metric",220.022800,60.098400,0.000000,top
"R140","49.9R","R_0402_1005Metric",222.050800,60.098400,180.000000,top
"R141","10k","R_0402_1005Metric",44.608400,137.924000,180.000000,top
"R142","10k","R_0402_1005Metric",44.608400,136.628600,180.000000,top
"R143","10k","R_0402_1005Metric",44.608400,124.436600,180.000000,top
"R144","10k","R_0402_1005Metric",47.072200,133.989000,90.000000,top
"R145","10k","R_0402_1005Metric",46.056200,133.989000,-90.000000,top
"R146","10k","R_0402_1005Metric",47.072200,132.033200,-90.000000,top
"R147","10k","R_0402_1005Metric",46.056200,132.031200,90.000000,top
"R148","10k","R_0402_1005Metric",45.116400,129.209800,90.000000,top
"R149","10k","R_0402_1005Metric",44.100400,129.211800,-90.000000,top
"R150","10k","R_0402_1005Metric",45.116400,127.205200,-90.000000,top
"R151","10k","R_0402_1005Metric",44.100400,127.205200,90.000000,top
"R152","0R","R_0402_1005Metric",73.970800,172.696600,0.000000,top
"R153","0R","R_0402_1005Metric",73.970800,171.680600,0.000000,top
"R154","0R","R_0402_1005Metric",73.972800,169.191400,0.000000,top
"R155","0R","R_0402_1005Metric",73.972800,170.207400,0.000000,top
"R156","2.49k 1%","R_0402_1005Metric",36.277200,170.766200,180.000000,top
"R157","4.7k","R_0402_1005Metric",68.789200,167.591200,0.000000,top
"R158","4.7k","R_0402_1005Metric",68.789200,168.658000,0.000000,top
"R159","1k","R_0402_1005Metric",49.688400,158.093600,90.000000,top
"R160","1k","R_0402_1005Metric",50.704400,156.999400,90.000000,top
"R161","1k","R_0402_1005Metric",51.720400,156.997400,90.000000,top
"R162","1k","R_0402_1005Metric",56.188800,157.177200,180.000000,top
"R163","1k","R_0402_1005Metric",56.190800,156.161200,180.000000,top
"R164","1k","R_0402_1005Metric",56.190800,158.193200,180.000000,top
"R165","1M","R_0402_1005Metric",68.175224,173.254065,-45.000000,top
"R166","4.7k","R_0402_1005Metric",59.414600,168.099200,0.000000,top
"R167","4.7k","R_0402_1005Metric",60.430600,166.880000,0.000000,top
"R168","4.7k","R_0402_1005Metric",60.434600,165.686200,0.000000,top
"R169","4.7k","R_0402_1005Metric",60.331000,172.417200,180.000000,top
"R170","1.8k","R_0402_1005Metric",73.308400,150.829500,0.000000,top
"R171","1.8k","R_0402_1005Metric",67.771200,150.829500,0.000000,top
"R172","1.8k","R_0402_1005Metric",62.236000,150.829500,0.000000,top
"R173","1.8k","R_0402_1005Metric",56.698800,150.829500,0.000000,top
"R174","4.7k","R_0402_1005Metric",76.155200,146.740100,-90.000000,top
"R175","4.7k","R_0402_1005Metric",70.618000,146.740100,-90.000000,top
"R176","4.7k","R_0402_1005Metric",65.080800,146.740100,-90.000000,top
"R177","4.7k","R_0402_1005Metric",59.543600,146.740100,-90.000000,top
"R178","1.8k","R_0402_1005Metric",188.931200,172.821600,90.000000,top
"R179","1.8k","R_0402_1005Metric",188.931200,167.614600,90.000000,top
"R180","1.8k","R_0402_1005Metric",188.942900,158.167800,90.000000,top
"R181","1.8k","R_0402_1005Metric",188.942900,152.986200,90.000000,top
"R182","4.7k","R_0402_1005Metric",194.849400,172.874400,90.000000,top
"R183","4.7k","R_0402_1005Metric",194.849400,167.665400,90.000000,top
"R184","4.7k","R_0402_1005Metric",194.861100,158.218600,90.000000,top
"R185","4.7k","R_0402_1005Metric",194.861100,153.037000,90.000000,top
"R186","1.8k","R_0402_1005Metric",122.662600,103.058000,-90.000000,top
"R187","1.8k","R_0402_1005Metric",122.664900,98.221800,-90.000000,top
"R188","4.7k","R_0402_1005Metric",117.379400,103.136200,90.000000,top
"R189","4.7k","R_0402_1005Metric",117.381700,98.300000,90.000000,top
"R190","10R","R_0402_1005Metric",92.462000,99.112800,0.000000,top
"R191","10R","R_0402_1005Metric",92.462000,101.652800,0.000000,top
"R192","120R","R_0603_1608Metric",89.896600,100.332000,90.000000,top
"R193","1.8k","R_0402_1005Metric",122.660300,117.792000,-90.000000,top
"R194","1.8k","R_0402_1005Metric",122.660300,112.973000,-90.000000,top
"R195","4.7k","R_0402_1005Metric",117.377100,117.868200,90.000000,top
"R196","4.7k","R_0402_1005Metric",117.377100,113.047200,90.000000,top
"R197","10R","R_0402_1005Metric",92.462000,113.463800,0.000000,top
"R198","10R","R_0402_1005Metric",92.462000,116.003800,0.000000,top
"R199","120R","R_0603_1608Metric",89.871200,114.683000,90.000000,top
"R200","10k","R_0402_1005Metric",108.454024,29.674159,0.000000,top
"R201","10k","R_0402_1005Metric",94.814224,29.669199,0.000000,top
"R202","10k","R_0402_1005Metric",108.452024,30.944159,0.000000,top
"R203","10k","R_0402_1005Metric",94.814224,32.234599,0.000000,top
"R204","1.8k","R_0402_1005Metric",163.150200,178.561700,180.000000,top
"R205","1.8k","R_0402_1005Metric",188.931200,147.540400,90.000000,top
"R206","4.7k","R_0402_1005Metric",163.226400,183.895700,0.000000,top
"R207","4.7k","R_0402_1005Metric",194.861100,148.488400,90.000000,top
"S1","HC-SFP-20P","SFP_Connector",35.337400,130.405600,-90.000000,top
"SW1","TSC015A04818B","Tactile_BTN",235.894536,181.080000,0.000000,top
"SW2","TSC015A04818B","Tactile_BTN",223.448536,181.080000,0.000000,top
"T1","NTZD3154NT1G","NTZD3154NT1G",89.109200,151.589200,-90.000000,top
"U1","TPS54331DR","TPS54331DR",228.219000,224.563400,90.000000,top
"U2","TPS54331DR","TPS54331DR",197.739000,224.563400,90.000000,top
"U3","TPS54331DR","TPS54331DR",167.259000,224.563400,90.000000,top
"U4","TPS54331DR","TPS54331DR",136.779000,224.563400,90.000000,top
"U5","AMS1117-3_3","AMS1117-3.3",235.306952,45.948600,0.000000,top
"U6","AP7331-10WG-7","AP7331-10WG.kicad_sym",210.481995,19.632269,0.000000,top
"U7","74HC04D,653","74HC04D",220.472000,164.592000,0.000000,top
"U8","CD4060SA_TR","CD4060",219.837004,141.991085,180.000000,top
"U9","74HC74D,653","74HC74D",220.472000,152.654000,180.000000,top
"U10","TUSB321RWBR","TUSB321RWBR",10.166000,233.809000,-90.000000,top
"U11","AOZ1353DI-01","AOZ1353DI01",46.056959,236.714508,-90.000000,top
"U12","PUSB2X4Y-N","USB_ESD",13.087000,242.318000,-90.000000,top
"U13","PUSB2X4Y-N","USB_ESD",11.309000,238.508000,-90.000000,top
"U14","USB2514B-I_M2","USB_HUB",23.563586,217.686127,-90.000000,top
"U15","LT8912B","LT8912B",42.164000,204.597000,-90.000000,top
"U16","ADM2582E","SOIC-20W_7.5x12.8mm_P1.27mm",61.220000,116.867400,180.000000,top
"U17","TPCDSOT23-SM712","ESD_RS485",21.966764,116.461000,180.000000,top
"U18","TPCDSOT23-SM712","ESD_RS485",21.966765,113.159000,180.000000,top
"U19","M24C04-RMN6TP","M24C04-RMN6TP",232.784305,55.729596,90.000000,top
"U20","PI7C9X2G404SLBFDEX","PCIE_Switch",212.923105,41.233098,0.000000,top
"U21","RTL8367S-CG","RTL8367S-CG",48.885521,168.686949,-90.000000,top
"U22","ADM3053","SOIC-20W_7.5x12.8mm_P1.27mm",99.673800,101.017800,180.000000,top
"U23","ADM3053","SOIC-20W_7.5x12.8mm_P1.27mm",99.677400,115.368800,180.000000,top
"U24","RX8010SJ","RX8010SJ",169.398600,181.078600,180.000000,top
"U25","M24C64-RMN6TP","CMOS_EEPROM",103.345837,31.574278,90.000000,top
"U26","M24C64-RMN6TP","CMOS_EEPROM",89.708824,31.579159,90.000000,top
"X1","X322524MOB4SI","XTAL_24MHZ",22.612000,226.697000,180.000000,top
"X2","X322525MOB4SI","XTAL_25MHZ",65.233200,170.029600,-90.000000,top
